index,facility_name,source_facility_type,odhf_facility_type,provider,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,cluster
870,Gpar # 1,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1377,driftwood cres,V0J 2N0,Smithers,BC,1377 driftwood cres smithers bc v0j 2n0,Smithers,5951043.0,59.0,54.790499,-127.16713,1
8701,Kipling Memorial Health Centre,general,Hospitals,Public Health Agency of Canada,803,1 st,S0G 2S0,Kipling,SK,803 1st st. kipling sk s0g 2s0,Kipling,4705016.0,47.0,50.1023016,-102.6381096,4
871,Graceland Gates,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,6587,238 st,V2Y 2H5,Langley,BC,6587 238th st langley bc v2y 2h5,Langley,5915001.0,59.0,49.1216231,-122.56590690000002,1
8711,LA RONGE HEALTH CENTRE,general,Hospitals,Public Health Agency of Canada,227,backlund st,S0J 1L0,La Ronge,SK,227 backlund st. la ronge sk s0j 1l0,La Ronge,4718041.0,47.0,55.105254,-105.28969,4
8715,Lake Health Centre & Special Care Home,general,Hospitals,Public Health Agency of Canada,510,2 st,S0M 1L0,Loon Lake,SK,510 2nd st. loon lake sk s0m 1l0,Loon Lake,4717058.0,47.0,54.027538,-109.158882,4
872,Graham Avenue Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4823,graham ave,V8G 1A9,Terrace,BC,4823 graham ave terrace bc v8g 1a9,Terrace,5949011.0,59.0,54.505590000000005,-128.60227,1
873,Grant House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7134,grant rd,V9Z 0N6,Sooke,BC,7134 grant rd sooke bc v9z 0n6,Sooke,5917052.0,59.0,48.373794,-123.74731,1
8730,Leader Hospital,general,Hospitals,Public Health Agency of Canada,423,main st e,S0N 1H0,Leader,SK,423 main st. e. leader sk s0n 1h0,Leader,4708058.0,47.0,50.890964,-109.541368,4
8733,Lifelabs - Albert Park,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,3984,albert street,S0J 1N0,Regina,SK,3984 albert street regina sk,Regina,4706027.0,47.0,50.416136,-104.619194,4
8734,Lifelabs - Gardiner Park,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,372,university park drive,S0J 1N0,Regina,SK,372 university park drive regina sk,Regina,4706027.0,47.0,50.43562,-104.556052,4
8735,Lifelabs - Normanview Crossing,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,344,mccarthy blvd n,S0J 1N0,Regina,SK,344 mccarthy blvd. n. regina sk,Regina,4706027.0,47.0,50.482016,-104.666163,4
8736,Lifelabs - Towers Mall,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,2723,avonhurst drive,S0J 1N0,Regina,SK,2723 avonhurst drive regina sk,Regina,4706027.0,47.0,50.469947,-104.62006,4
8737,Lifelabs- Broad Street,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,2162,broad street,S0J 1N0,Regina,SK,2162 broad street regina sk,Regina,4706027.0,47.0,50.444417,-104.606971,4
8739,Lloydminster Hospital,general,Hospitals,Public Health Agency of Canada,3820,43 ave,S9V 1Y5,Lloydminster,SK,3820 - 43rd ave. lloydminster sk s9v 1y5,Lloydminster (Part),4717029.0,47.0,53.272630500000005,-109.9895267,4
874,Grant St. East,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2364,grant st,V2T 2M7,Abbotsford,BC,2364 grant st abbotsford bc v2t 2m7,Abbotsford,5909052.0,59.0,49.0451393,-122.343495,1
8741,Long Lake Valley Integrated Facility,community health centre,Nursing and residential care facilities,Saskatchewan Health Authorities,,po box 180,S0G 2J0,Imperial,SK,imperial sk s0g 2j0,Imperial,4711008.0,47.0,51.344404,-105.443397,4
8745,Lumsden and District Heritage Home,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,10,aspen bay,S0G 3C0,Lumsden,SK,10 aspen bay lumsden sk s0g 3c0,Lumsden,4706056.0,47.0,50.643841,-104.87462,4
8748,Maidstone Health Complex,general,Hospitals,Public Health Agency of Canada,214,5 ave e,S0M 1M0,Maidstone,SK,214 5th ave. e. maidstone sk s0m 1m0,Maidstone,4717018.0,47.0,53.090537,-109.29367,4
875,Grant St. West,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2375,grant st,V2T 2M8,Abbotsford,BC,2375 grant st abbotsford bc v2t 2m8,Abbotsford,5909052.0,59.0,49.0453384,-122.3443139,1
8750,Manitou Health Centre,Ambulatory health care services,Ambulatory health care services,Saskatchewan Health Authorities,105,2 avenue w,S0M 2C0,Neilburg,SK,105  2nd avenue west neilburg sk s0m 2c0,Maidstone,4717018.0,47.0,53.086859,-109.288608,4
8752,Maple Creek Hospital,general,Hospitals,Public Health Agency of Canada,575,hwy 21 s,S0N 1N0,Maple Creek,SK,575 - hwy. 21 s. maple creek sk s0n 1n0,Maple Creek,4704048.0,47.0,49.90328,-109.49,4
8754,Maximily Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,3100,dewdney avenue,S4T 0Y4,Regina,SK,3100 dewdney avenue regina saskatchewan s4t 0y4,Regina,4706027.0,47.0,50.4554,-104.625605,4
8759,Meadow Primary Health Care Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,4006,dewdney avenue,S4T 1A2,Regina,SK,4006 dewdney avenue regina saskatchewan s4t 1a2,Regina,4706027.0,47.0,50.455291,-104.638929,4
876,Granville House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7315,no 4 road,V6Y 2T4,Richmond,BC,7315 no. 4 road richmond bc v6y 2t4,Richmond,5915015.0,59.0,49.16006,-123.114,1
8766,Montmartre Health Centre,long-term care/outpatient,Ambulatory health care services,Saskatchewan Health Authorities,237,2 ave e,S0G 3M0,Montmartre,SK,237 2nd ave. e montmartre sk s0g 3m0,Montmartre,4706002.0,47.0,50.218136,-103.444401,4
8767,Moose Jaw Union Hospital,general,Hospitals,Public Health Agency of Canada,455,fairford st e,S6H 1H3,Moose Jaw,SK,455 fairford st. e. moose jaw sk s6h 1h3,Moose Jaw,4707039.0,47.0,50.3924803,-105.5246872,4
877,Granville Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,2578,granville street,V6H 3G8,Vancouver,BC,2578 granville street vancouver bc v6h 3g8,Vancouver,5915022.0,59.0,49.262912,-123.138565,1
8778,Nipawin Hospital,general,Hospitals,Public Health Agency of Canada,800,6 st e,S0E 1E0,Nipawin,SK,800 - 6th st. e. nipawin sk s0e 1e0,Nipawin,4714076.0,47.0,53.3559551,-104.0038797,4
878,Gray House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,6957,gray ave,V5J 3Y9,Burnaby,BC,6957 gray ave burnaby bc v5j 3y9,Burnaby,5915025.0,59.0,49.2206634,-123.0000315,1
8781,Normanview Mall Medi-Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,330,mccarthy blvd n,S4R 7M2,Regina,SK,330 mccarthy blvd. n. regina saskatchewan s4r 7m2,Regina,4706027.0,47.0,50.481376,-104.666148,4
8785,North East (Public Health Office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,#108-407,ludlow street,S7S 1P3,Saskatoon,SK,#108407 ludlow street saskatoon sk s7s 1p3,Saskatoon,4711066.0,47.0,52.148582,-106.572424,4
8786,North Network (Public Health Office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,204,wascana street,S7S 1P3,Regina,SK,204 wascana street regina sk,Regina,4706027.0,47.0,50.475267,-104.640158,4
8787,Northgate Medi Clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,489,albert street n,S4R 3C3,Regina,SK,489 albert street north regina saskatchewan s4r 3c3,Regina,4706027.0,47.0,50.482566,-104.615204,4
8788,Northgate Medical Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,2711,avonhurst dr,S4R 3J3,Regina,SK,2711 avonhurst dr. regina sk s4r 3j3,Regina,4706027.0,47.0,50.469763,-104.618967,4
879,Green Cross Medical Clinic and Pharmacy,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,115-6363,168 street,V3S 3Y2,Surrey,BC,115-6363 168th street surrey bc v3s 3y2,Surrey,5915004.0,59.0,49.117839,-122.756821,1
8790,Meadow Lake Hospital,general,Hospitals,Public Health Agency of Canada,2 711,centre st,S9X 1E6,Meadow Lake,SK,2 - 711 centre st. meadow lake sk s9x 1e6,Meadow Lake,4717052.0,47.0,54.1235688,-108.4347361,4
8796,Our Neighbourhood Health Centre,public health office,Ambulatory health care services,Saskatchewan Health Authorities,1120,20 street w,S7M 0Y8,Saskatoon,SK,1120 20th street west saskatoon sk s7m 0y8,Saskatoon,4711066.0,47.0,52.126487,-106.687044,4
8798,Outlook Hospital,general,Hospitals,Public Health Agency of Canada,609,pangman st,S0L 2N0,Outlook,SK,609 pangman st. outlook sk s0l 2n0,Outlook,4711027.0,47.0,51.483632,-107.062979,4
880,Greenlea Group Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,758,greenlea dr,V8Z 3E6,Victoria,BC,758 greenlea dr victoria bc v8z 3e6,Saanich,5917021.0,59.0,48.494161,-123.3936,1
8800,Paradise Hill Health Centre,general,Ambulatory health care services,Public Health Agency of Canada,,1 ave,S0M 2G0,Paradise Hill,SK,1st ave. paradise hill sk s0m 2g0,Paradise Hill,4717034.0,47.0,53.536605,-109.457092,4
8801,Park Plaza Medical Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,2036,park street,S4N 2G6,Regina,SK,2036 park street regina saskatchewan s4n2g6,Regina,4706027.0,47.0,50.446022,-104.573241,4
8806,Pasqua Hospital,hospital (emergency),Hospitals,Saskatchewan Health Authorities,4101,dewdney avenue,S4T 1A5,Regina,SK,4101 dewdney avenue regina sk s4t 1a5,Regina,4706027.0,47.0,50.454433,-104.638463,4
8807,Pasqua South Medical Centre,medical centre,Ambulatory health care services,Saskatchewan Health Authorities,3515,pasqua street,S4S 7G9,Regina,SK,3515 pasqua street regina saskatchewan s4s 7g9,Regina,4706027.0,47.0,50.423482,-104.640386,4
881,Greenridge Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,970,greenridge cres,V8X 3B9,Victoria,BC,970 greenridge cres victoria bc v8x 3b9,Saanich,5917021.0,59.0,48.466465,-123.36852,1
8814,Pioneers Lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,1000,albert street,S6H 2Y2,Moose Jaw,SK,1000 albert street moose jaw sk s6h 2y2,Moose Jaw,4707039.0,47.0,50.398647,-105.561871,4
8818,Porcupine Carragana Hospital,general,Hospitals,Public Health Agency of Canada,,po box 70 windsor ave.,S0E 1H0,Porcupine Plain,SK,windsor ave. porcupine plain sk s0e 1h0,Porcupine Plain,4714007.0,47.0,52.596679,-103.262613,4
882,Greenwoods,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,133,blain rd,V8K 1Z9,Salt Spring Island,BC,133 blain rd salt spring island bc v8k 1z9,Saltspring Island,5917027.0,59.0,48.861709000000005,-123.51033,1
883,Greystone,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,19342,davison rd,V3Y 1A2,Pitt Meadows,BC,19342 davison rd pitt meadows bc v3y 1a2,Pitt Meadows,5915070.0,59.0,49.2271727,-122.6854977,1
8835,Providence Place,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,100,2 avenue ne,S6H 1B8,Moose Jaw,SK,100 2nd avenue ne moose jaw sk s6h 1b8,Moose Jaw,4707039.0,47.0,50.390652,-105.530349,4
8836,Public Health-Saskatoon Health (Wastrous),public health office,Ambulatory health care services,Saskatchewan Health Authorities,704,4 street,S0K 4T0,Watrous,SK,704 4th street watrous sk s0k 4t0,Watrous,4711053.0,47.0,51.674064,-105.455631,4
884,Grief Point Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3463,marine avenue,V8A 2H4,Powell River,BC,3463 marine avenue powell river bc v8a 2h4,Powell River,5927008.0,59.0,49.8095,-124.523809,1
8843,Raymore Community Health and Social Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,806,2 avenue,S0A 3J0,Raymore,SK,806 2nd avenue raymore sk s0a 3j0,Raymore,4710027.0,47.0,51.408427,-104.524342,4
8844,Red Coat Primary Health Care Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,131,3 ave w,S0H 0B0,Assiniboia,SK,131-3rd ave w assiniboia sk s0h 0b0,Assiniboia,4703036.0,47.0,49.631729,-105.9941,4
8848,Regent Park Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,3847,sherwood drive,S4R 4A8,Regina,SK,3847 sherwood drive regina sk s4r 4a8,Regina,4706027.0,47.0,50.474249,-104.635786,4
8849,Regina Beach Primary Health Care Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,410,centre street,S0G 4C0,Regina Beach,SK,410 centre street regina beach saskatchewan s0g 4c0,Regina Beach,4706058.0,47.0,50.790597,-104.985697,4
885,Grosvenor House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2825,grosvenor rd,V8M 3M8,Victoria,BC,2825 grosvenor rd victoria bc v8m 3m8,Victoria,5917034.0,59.0,48.4424098,-123.34666409999998,1
8850,Regina General Hospital,general,Hospitals,Public Health Agency of Canada,1440,14 ave,S4P 0W5,Regina,SK,1440 - 14th ave. regina sk s4p 0w5,Regina,4706027.0,47.0,50.4439653,-104.6009937,4
8852,Regina Medical Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,2550,12 avenue,S4P 3X1,Regina,SK,2550 12th avenue regina saskatchewan s4p 3x1,Regina,4706027.0,47.0,50.449179,-104.617217,4
8854,Regional Psychiatric Centre (Saskatoon),psychiatric,Hospitals,Public Health Agency of Canada,2520,central ave,S7K 3X5,Saskatoon,SK,2520 central ave. saskatoon sk s7k 3x5,Saskatoon,4711066.0,47.0,52.161772,-106.602866,4
8858,Riverside Health Complex,general,Hospitals,Public Health Agency of Canada,,1 st s,S0M 2Y0,Turtleford,SK,1st st. s. turtleford sk s0m 2y0,Mervin No. 499,4717045.0,47.0,53.388917000000006,-108.972809,4
8859,Rochdale Crossing Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,1452022,rochdale blvd,S4X 2P9,Regina,SK,7 - 5875 rochdale blvd. regina saskatchewan s4x 2p9,Regina,4706027.0,47.0,50.495829,-104.664075,4
886,Guildford Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,14650,104 avenue,V3R 1M3,Surrey,BC,14650 104th avenue surrey bc v3r 1m3,Surrey,5915004.0,59.0,49.191481,-122.815324,1
8865,Ross Payant Nursing Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,300,jubilee place,S0H 0B0,Assiniboia,SK,300 jubilee place assiniboia sk s0h 0b0,Assiniboia,4703036.0,47.0,49.625849,-105.995597,4
8867,Rosthern Hospital,general,Hospitals,Public Health Agency of Canada,2016,2 st,S0K 3R0,Rosthern,SK,2016 - 2nd st. rosthern sk s0k 3r0,Rosthern,4715032.0,47.0,52.6665813,-106.3332657,4
887,Guildford Seniors Village,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,14568,104a ave,V3R 1R3,Surrey,BC,14568 104a ave surrey bc v3r 1r3,Surrey,5915004.0,59.0,49.192422,-122.8183,1
8872,Santa Maria Senior Citizens Home,senior's home,Nursing and residential care facilities,Saskatchewan Health Authorities,4215,regina avenue,S4T 6L8,Regina,SK,4215 regina avenue regina sk s4t 6l8,Regina,4706027.0,47.0,50.434784,-104.639108,4
8874,Saskatchewan Hospital - North Battleford,psychiatric,Hospitals,Public Health Agency of Canada,1,jersey st,S9A 2X8,North Battleford,SK,1 jersey st. north battleford sk s9a 2x8,North Battleford,4716029.0,47.0,52.740568,-108.265385,4
888,Gvcss - Steveston Group Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,10351,steveston hwy,V7A 1N3,Richmond,BC,10351 steveston hwy richmond bc v7a 1n3,Richmond,5915015.0,59.0,49.1337709,-123.1096721,1
8880,Shaunavon Hospital and Care Centre,general,Hospitals,Public Health Agency of Canada,660,fourth st e,S0N 2M0,Shaunavon,SK,660 fourth st. e. shaunavon sk s0n 2m0,Shaunavon,4704036.0,47.0,49.6514731,-108.4048574,4
8884,Silver Heights Special Care Home,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,402,mclean street,S0A 3J0,Raymore,SK,402 mclean street raymore sk s0a 3j0,Raymore,4710027.0,47.0,51.409658,-104.517993,4
8887,South East (Public Health Office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,3006,taylor street e,S7H 4J2,Saskatoon,SK,3006 taylor street east saskatoon sk s7h 4j2,Saskatoon,4711066.0,47.0,52.105032,-106.611186,4
8888,South End Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,2907,gordon rd,S4S 6H7,Regina,SK,2907 gordon rd. regina sk s4s6h7,Regina,4706027.0,47.0,50.403868,-104.620872,4
